Transaction ID,Date,Account Type,Transaction Amount,Cash Flow,Net Income,Revenue,Expenditure,Profit Margin,Debt-to-Equity Ratio,Operating Expenses,Gross Profit,Transaction Volume,Processing Time (seconds),Accuracy Score,Missing Data Indicator,Normalized Transaction Amount,Transaction Outcome,Symbol,Liquidity Ratio
19,2025-01-19,Liability,2747,2662,3756,2371,1509,0.6435899274943802,0.7332837914485184,3376,3750,7,0.8215508471463608,0.8855111237578889,False,0.5398609975470156,1,BAC,4.250331125827815
20,2025-01-20,Expense,4625,1555,1801,959,3039,0.4363516053904015,2.144929255868926,1217,369,9,1.1838711356629217,0.9007271955478532,False,0.9237530662305804,1,PNC,1.1039473684210526
21,2025-01-21,Revenue,1651,2079,518,2570,2781,0.3219684235123721,0.8089530847568975,1356,1061,7,1.9145707965649672,0.918738643211709,False,0.3158217497955846,1,RF,0.9335010783608915
22,2025-01-22,Expense,1358,3832,3694,326,2370,0.5159826314119658,2.477615846289593,3266,2250,3,0.8711142124672764,0.885215443215288,False,0.2559280457890433,1,RF,3.174188106284268
23,2025-01-23,Asset,1790,1459,1854,1302,167,0.3854341249026239,2.873403227274691,4390,2503,2,1.42513729700231,0.946337458741346,False,0.3442354865085854,1,HBAN,19.720238095238095
24,2025-01-24,Liability,758,1701,294,3482,943,0.7885007581740577,0.6290463622848861,583,1300,2,1.9855905569430408,0.9805144315642512,False,0.133278822567457,1,MTB,2.1133474576271185
25,2025-01-25,Revenue,2667,2109,1759,2582,1063,0.5519775317877169,1.975170806643732,1254,1224,5,1.076067082738617,0.810621446914348,False,0.5235077677841373,1,USB,3.6353383458646618
26,2025-01-26,Liability,1377,511,3759,3057,159,0.2950799922972855,2.8261915040958923,1415,244,3,1.6789478246940353,0.8833564116524361,False,0.2598119378577269,1,FITB,26.6875
27,2025-01-27,Liability,2000,4341,2212,3250,1688,0.7782565216023998,2.5328658578354712,1358,3439,7,1.5528235924865927,0.8421862560511091,False,0.3871627146361406,1,CFG,3.8798105387803434
28,2025-01-28,Expense,3699,662,3438,4074,490,0.7321224851612207,0.8530910916938832,4912,1717,7,1.7936914182505272,0.8469767463081896,False,0.7344644317252658,1,RF,8.35030549898167
29,2025-01-29,Revenue,157,4357,814,3210,805,0.7697166517796423,0.5976745483101754,4073,592,5,0.9790489331406532,0.8328600438585245,False,0.0104251839738348,1,USB,6.415632754342432
30,2025-01-30,Liability,3956,4461,3913,2905,3148,0.6096804780568197,0.74898323100082,3624,1380,6,1.3250602902323645,0.8063993352927544,False,0.7869991823385118,1,RF,2.659256906954589
31,2025-01-31,Liability,229,3194,1290,1984,1173,0.6539795737843184,1.5471045590151384,4640,571,2,1.5684392735502506,0.8310111126513509,False,0.0251430907604251,1,MTB,3.819420783645656
32,2025-02-01,Revenue,1045,2588,1293,2942,3060,0.2545432143893181,1.3945626571030991,605,3220,4,1.520268149396487,0.8399951186608783,False,0.1919460343417825,1,NUE,1.2678863116628554
33,2025-02-02,Liability,781,3675,1934,4296,1712,0.6849348586154105,2.721414600203332,3352,1193,2,0.6833992331676059,0.8584104740481888,False,0.1379803761242845,1,CFG,3.2743724460011676
34,2025-02-03,Revenue,3879,1360,874,303,3883,0.6580201900379973,2.167068249600651,2531,1045,4,1.0073852216032029,0.8699385889673685,False,0.7712591986917416,1,USB,0.5751802265705458
35,2025-02-04,Revenue,888,578,2423,2372,1028,0.4911212682171378,2.6498126252877707,575,2453,4,1.1710621118156257,0.8142257188417845,False,0.1598528209321341,1,RF,2.9164237123420795
36,2025-02-05,Revenue,603,1075,2082,4657,1538,0.2103781084062143,2.392811116791676,4666,3643,9,1.8210810252273013,0.8436167611984682,False,0.1015944399018806,1,JPM,2.051332033788174
37,2025-02-06,Expense,2392,2664,2591,2970,633,0.3759763646848985,1.4265371755371723,2710,593,4,1.2068293091157227,0.8304882889226585,False,0.4672935404742436,1,WFC,8.288643533123029
38,2025-02-07,Asset,4671,570,2423,4452,314,0.2625226282276985,1.184934379915947,4492,445,6,1.3143557234224477,0.9613027865920076,False,0.9331561733442356,1,USB,9.501587301587302
39,2025-02-08,Revenue,2945,1118,1940,4490,3376,0.4969123065242565,1.8556681091718563,4557,1269,2,1.5140485487181692,0.8551958398150471,False,0.580335241210139,1,PNC,0.9055374592833876
40,2025-02-09,Expense,1782,3524,1168,2668,3350,0.4459228285698344,0.5098029484724496,4558,363,6,1.4431237582414471,0.9375575155767304,False,0.3426001635322976,1,TFC,1.4001790510295433
41,2025-02-10,Asset,308,2478,1504,4762,499,0.2948061512184725,1.9668680452386835,982,3149,3,0.8333806032398102,0.990078771030627,False,0.0412919051512673,1,WFC,7.964
42,2025-02-11,Revenue,451,3797,3078,4426,3255,0.5509384721471168,1.4485721957850377,2543,2542,1,1.0354495118065583,0.8194884846460455,False,0.0705233033524121,1,JPM,2.1114864864864864
43,2025-02-12,Asset,2513,2903,2391,3653,3517,0.7777148732108292,1.769877373339436,3301,1805,5,1.7401865405633272,0.9768580998778956,False,0.4920278004905969,1,C,1.504832291074474
44,2025-02-13,Liability,2391,3627,3704,2227,869,0.2109562468257584,2.8417039577812018,3649,2745,2,1.912181699738676,0.8400687629033013,False,0.4670891251022077,1,HBAN,8.426436781609196
45,2025-02-14,Revenue,4123,745,1672,775,2185,0.6674882561545359,1.4320598045284691,842,193,3,1.2276626003682842,0.9915200955732624,False,0.82113654946852,1,PNC,1.1056724611161939
46,2025-02-15,Revenue,1096,3784,1742,616,3454,0.4613483925680267,0.6565468116993809,1239,2292,5,1.2171697297708577,0.9128760104045732,False,0.2023712183156173,1,BAC,1.5994211287988422
47,2025-02-16,Revenue,1877,4330,1131,4319,3859,0.7700366426412484,2.022152613645722,2173,3544,6,1.915310621540011,0.873756108514059,False,0.3620196238757154,1,MTB,1.4147668393782384
48,2025-02-17,Expense,4154,2431,3950,2531,2872,0.4099696546305355,1.7174817970946352,2835,1358,7,1.9313559581878712,0.9144376288932629,False,0.8274734260016353,1,JPM,2.221023320570832
49,2025-02-18,Asset,3863,1086,2694,3524,1597,0.6208118521808046,2.1532607707677744,3863,429,9,0.7669891974555365,0.8937862526400108,False,0.767988552739166,1,NUE,2.365456821026283
50,2025-02-19,Expense,1554,2221,1433,4757,2171,0.6192803042861146,1.767692529468163,3848,3934,8,0.6169802470987767,0.9220536675106864,False,0.2959934587080948,1,PNC,1.6823204419889504
51,2025-02-20,Revenue,1145,725,2919,3415,3984,0.6066363626372056,1.5176148410373655,103,3824,1,1.8977561061456096,0.8509459241378735,False,0.2123875715453802,1,JPM,0.9144291091593476
52,2025-02-21,Asset,3035,1763,686,1899,3507,0.418452660894791,1.6754366041054682,3504,1168,6,0.6967346266507775,0.8060270728776562,False,0.598732624693377,1,JPM,0.6981185860889396
53,2025-02-22,Revenue,1583,3180,2808,3311,3756,0.3678396390593453,2.89166150980811,3056,1901,4,0.9305517801282948,0.892156871332472,False,0.3019215044971381,1,MTB,1.5938248602608465
54,2025-02-23,Asset,3223,1548,3669,3033,1624,0.6585187853805129,0.6723455972961654,4710,1865,5,0.5425101513231184,0.9644357491864622,False,0.6371627146361406,1,HBAN,3.2104615384615385
55,2025-02-24,Revenue,4713,713,2297,1132,3789,0.3707819502640372,2.161767326770525,3187,2920,5,1.2544522948164842,0.9390627965358384,False,0.9417416189697464,1,JPM,0.7941952506596306
56,2025-02-25,Revenue,518,1473,666,559,2191,0.4890732538666468,2.278718635749178,1810,3558,6,1.202394642142423,0.8284382562193195,False,0.0842191332788225,1,JPM,0.9758211678832117
57,2025-02-26,Expense,633,1331,1753,3002,708,0.2969716995447301,1.6240416370893338,4507,1837,8,1.2948742626216825,0.8670715698398461,False,0.1077269010629599,1,NUE,4.349788434414669
58,2025-02-27,Asset,1911,3807,2924,3687,2798,0.4107380575426667,2.110016981775898,1341,2096,3,1.4613397722945298,0.8375400558838746,False,0.3689697465249387,1,TFC,2.4047874240800287
59,2025-02-28,Revenue,3846,3617,495,1572,957,0.4189380210892525,2.2613638996415544,1987,671,3,1.2649756608241625,0.8855936425540047,True,0.7645134914145544,1,HBAN,4.292275574112735
60,2025-03-01,Expense,3068,1622,2919,2971,1480,0.7488874931351293,2.265233469145002,1751,2380,5,1.564431380494069,0.938193411997771,False,0.6054783319705642,1,CFG,3.0661715057393653
61,2025-03-02,Expense,1493,2546,2739,3939,1389,0.2995535738385356,2.638069313389843,2311,2408,6,1.7232667796257126,0.8045818808614346,False,0.2835241210139002,1,MTB,3.802158273381295
62,2025-03-03,Revenue,2136,984,730,3561,3802,0.7789586929814032,2.024507408878443,2832,1003,5,1.504078683597072,0.8145421131167759,False,0.4149632052330335,1,JPM,0.45069681830134106
63,2025-03-04,Revenue,1822,1041,766,1769,1654,0.3107562180983992,1.2202166794601084,2532,3643,4,0.9085056211066168,0.8281230649732552,False,0.3507767784137367,1,CFG,1.0918429003021148
64,2025-03-05,Liability,4441,3719,3403,1742,3055,0.7520445311647284,0.7563508581618081,4126,3163,7,0.9671460833972396,0.8138615368605929,False,0.8861406377759607,1,HBAN,2.3304973821989527
65,2025-03-06,Expense,402,3247,3288,1052,1450,0.2138341361855139,1.9631745654192376,3291,1775,1,1.312298549864896,0.8410457295169826,False,0.0605069501226492,1,USB,4.503790489317712
66,2025-03-07,Revenue,3397,3124,722,4461,261,0.3098667903395205,1.2772524961643754,111,2927,7,0.9971774973177384,0.9933471333447244,False,0.6727309893704007,0,BBT,14.679389312977099
67,2025-03-08,Asset,4636,536,2209,4062,1534,0.6173352704930375,2.338742396386701,4383,252,3,0.9060164125604696,0.9035479647723595,False,0.9260016353229764,1,RF,1.788273615635179
68,2025-03-09,Revenue,2438,3692,2565,343,2311,0.5557293131996921,0.9012505458219296,3865,2257,5,0.944680327557248,0.922054940328574,False,0.4766966475878986,1,RF,2.7063148788927336
69,2025-03-10,Liability,1140,2315,721,3037,1152,0.6112324987355647,1.5642003041071049,4081,303,6,0.903208402665094,0.8911152644393657,False,0.2113654946852003,1,MTB,2.6331309627059842
70,2025-03-11,Asset,3488,557,3699,4184,2116,0.7537351519540372,2.1959058901398283,1058,966,5,1.206410739371366,0.9701066296178242,False,0.6913327882256746,1,C,2.010392064241852
71,2025-03-12,Expense,2983,3747,3140,3005,3370,0.2590568919734544,2.889420117711658,4171,1314,8,1.7100189685167373,0.9866186975697824,False,0.5881030253475061,1,C,2.0430139424503113
72,2025-03-13,Liability,2101,1216,1500,1169,2448,0.7827689146616601,0.6300222089120671,4167,1981,2,0.96164969338935,0.8555081294073911,False,0.4078086672117743,1,JPM,1.1090240914659044
73,2025-03-14,Revenue,1672,3988,237,1658,2165,0.7292969613056262,1.327138709871682,215,1660,7,1.195211129726584,0.8686852325889658,False,0.3201144726083401,1,MTB,1.9506001846722067
74,2025-03-15,Revenue,1292,884,3759,2785,648,0.5122495287443796,1.230677689912356,3036,538,2,0.618066529555558,0.9311480334807928,False,0.2424366312346688,1,TFC,7.154083204930663
75,2025-03-16,Asset,2358,3775,1666,2650,880,0.6229211965804942,0.8807281435394977,1818,2490,1,1.0285316924441488,0.9361040837409296,True,0.4603434178250204,1,MTB,6.175936435868332
76,2025-03-17,Liability,157,1956,1164,2890,755,0.5079494012722399,2.549537979671637,4163,2652,3,0.6692654172603023,0.8338695024669087,False,0.0104251839738348,1,BBT,4.126984126984127
77,2025-03-18,Liability,2463,1208,461,4228,1192,0.3230315047194873,2.4256239080059414,454,3598,2,1.7347155463289123,0.8642362721086194,False,0.481807031888798,1,WFC,1.3989941324392288
78,2025-03-19,Asset,4917,2063,1852,399,2549,0.4988247191844577,1.3624023710141249,357,1562,4,0.6390275949142867,0.8335876843521479,True,0.9834423548650858,1,TFC,1.535294117647059
79,2025-03-20,Expense,1390,1884,1026,4725,2266,0.4291197908742091,1.7489767345956424,136,3201,8,1.8685573721415256,0.970362649590918,False,0.2624693376941946,1,FITB,1.2836347595941773
80,2025-03-21,Asset,2857,1552,2432,4399,1432,0.3787591488222824,2.217384688165474,3740,1551,6,0.9551261420702788,0.9363681781900244,False,0.562346688470973,1,WFC,2.780181437543615
81,2025-03-22,Asset,1468,3237,3275,866,3888,0.650873241448958,0.7714634918565961,3694,1850,3,1.618468840638231,0.8516401239555637,False,0.2784137367130008,0,MTB,1.674466443815891
82,2025-03-23,Asset,3313,1014,648,3617,900,0.7651819420876906,0.5408384788555225,3874,1222,6,1.6937927160634594,0.8835507229027546,False,0.6555600981193785,1,FITB,1.8446170921198668
83,2025-03-24,Asset,755,2123,3727,2370,2058,0.7019026535812789,0.5493271254869365,1736,1655,4,0.9408168267309096,0.9071216631546049,False,0.1326655764513491,1,FITB,2.8411850412821757
84,2025-03-25,Liability,1589,1847,485,3529,2580,0.4155144574162688,1.5567061686751902,1533,2619,5,1.8705968146848255,0.8594953110427064,False,0.303147996729354,1,WFC,0.903525765207284
85,2025-03-26,Asset,4509,3443,969,2261,1724,0.4752436019439213,2.9606460623592814,649,264,8,1.346726836063577,0.9737394924947812,False,0.9000408830744072,1,KEY,2.55768115942029
86,2025-03-27,Asset,1066,4020,420,2430,310,0.3957279524474903,2.665228157236913,1370,2174,3,1.5065259666321902,0.8601605276599067,False,0.196238757154538,1,USB,14.27652733118971
87,2025-03-28,Expense,1322,1950,1021,4304,3347,0.3500208764603839,0.513720123263255,1731,757,5,1.4420883594215774,0.828378700043169,False,0.2485690923957481,1,JPM,0.8873954599761051
88,2025-03-29,Asset,1165,3764,3051,2581,2607,0.6374779556295029,2.282925479129093,3135,671,2,1.6048380797386426,0.8928582429572117,False,0.2164758789860997,0,USB,2.6131134969325154
89,2025-03-30,Revenue,720,811,3919,4158,3465,0.3373571427336469,2.356388897265816,4820,1195,6,0.7118460781015852,0.8397655359397855,False,0.1255110384300899,1,FITB,1.3646855164454703
90,2025-03-31,Liability,2457,2138,1314,2488,1964,0.5160457389609536,1.2263914757864414,741,384,5,0.8581666148805999,0.9076909601769352,False,0.4805805396565821,1,RF,1.7567430025445292
91,2025-04-01,Liability,3664,1791,781,4677,2630,0.6907564912027482,0.882382468388647,4296,1408,4,1.7995976890508223,0.994711696991416,False,0.7273098937040066,1,C,0.9775750665146332
92,2025-04-02,Asset,3294,4385,2875,2448,912,0.6472267621011406,2.227803501248257,999,1953,9,0.645540989091105,0.9404467980498714,False,0.651676206050695,1,WFC,7.951807228915663
93,2025-04-03,Revenue,841,2286,1057,4799,866,0.6217473564933796,2.205719385581588,3955,2943,1,0.8760178723661516,0.9167457480358188,False,0.1502452984464431,1,RF,3.855824682814302
94,2025-04-04,Expense,1797,1127,2096,1532,1073,0.2054985711270505,0.9414876134026374,2460,332,7,1.9907754836564304,0.9132265261272118,False,0.3456663941128373,1,USB,3.0009310986964617
95,2025-04-05,Revenue,541,2268,769,3307,1680,0.4920120524128782,2.1832800190635666,3734,3005,9,1.7478999926465324,0.9499781413530904,False,0.08892068683565,1,CFG,1.8066627007733491
96,2025-04-06,Revenue,3200,4108,828,2628,2703,0.4975772572456594,2.2977165348458755,1101,178,7,1.9983923222876627,0.9602626254243112,False,0.6324611610793132,1,FITB,1.8254437869822486
97,2025-04-07,Liability,4688,1993,1140,4882,2743,0.5532913637581524,2.9106078532433446,4592,2408,9,0.8799177474743713,0.888024407601018,False,0.9366312346688472,1,MTB,1.1417638483965014
98,2025-04-08,Liability,1260,2917,2307,1793,848,0.2114261479767487,1.2506744522332485,4095,3259,7,1.606681079008848,0.8204564702392471,False,0.2358953393295176,1,CFG,6.153121319199058
99,2025-04-09,Liability,801,3339,571,1210,800,0.6514216072587735,2.774069877309296,2773,985,6,1.7137197487322302,0.816261102327386,False,0.1420686835650041,1,PNC,4.881398252184769
100,2025-04-10,Revenue,3964,1385,348,917,654,0.3179773714534055,2.7672425866404087,762,776,2,1.9483540763281093,0.8318808132671399,False,0.7886345053147997,1,USB,2.645801526717557
101,2025-04-11,Asset,4943,2588,3311,378,2052,0.4658429552096984,1.3454282859344475,129,1381,8,0.552368381835108,0.8844831308441095,False,0.9887571545380212,1,RF,2.8733560642961518
102,2025-04-12,Revenue,3960,677,1694,1090,2313,0.4128028716765175,0.5722296939997311,2461,3374,3,1.3633026687899483,0.9804694885106894,False,0.7878168438266557,1,TFC,1.0246326707000863
103,2025-04-13,Liability,2156,1740,1399,3139,3741,0.2381202150328947,0.9520704745054424,3614,2129,3,1.3789356871337717,0.897150391150977,False,0.419051512673753,1,TFC,0.8388562266167825
104,2025-04-14,Expense,4157,2360,3903,4885,1899,0.4507836033965351,1.882750363411856,3722,1158,2,1.459496943477013,0.9799506660181458,False,0.8280866721177432,1,C,3.296315789473684
105,2025-04-15,Liability,1636,2461,273,3597,278,0.6258494526418973,2.534670693008503,1475,2590,3,1.8405753947578407,0.9449355009849684,False,0.3127555192150449,1,CFG,9.799283154121865
106,2025-04-16,Expense,2488,3137,3932,910,3036,0.3191446564931262,2.0693168284256167,3181,1720,1,1.0144793903199918,0.9540156948051371,False,0.4869174161896974,1,RF,2.327625946657886
107,2025-04-17,Asset,808,2245,1141,1630,1490,0.2900489078732207,1.62637776549576,2090,1617,9,1.6731646508054885,0.9333890140001476,False,0.1434995911692559,1,JPM,2.270959087860496
108,2025-04-18,Liability,833,2801,3960,574,3221,0.3546618966938651,1.6392796895774084,1367,3403,5,0.6148142860091719,0.8161584949491574,False,0.1486099754701553,1,RF,2.0983860955927995
109,2025-04-19,Liability,4977,4319,655,2483,907,0.4229233640912193,2.2871762351525766,2906,2344,8,0.5079132824586359,0.8139943321933357,False,0.9957072771872444,1,KEY,5.477973568281938
110,2025-04-20,Revenue,3303,3394,1665,1776,3960,0.7518159153760933,2.6301164996415,4632,458,8,1.8822875190714805,0.8501772232203781,False,0.6535159443990188,0,BAC,1.2772027265841959
111,2025-04-21,Revenue,3680,1687,2284,4893,1496,0.4169889615850175,2.0658179956336977,4417,2734,4,1.6445570631823894,0.9504373671051016,False,0.7305805396565822,1,MTB,2.652638610554442
112,2025-04-22,Asset,341,1764,3823,4997,1337,0.4942984335726959,0.7944337202231123,3588,2352,3,0.6750455284713912,0.9125596013285484,False,0.0480376124284546,1,C,4.175635276532137
113,2025-04-23,Liability,1497,1542,356,4215,1221,0.6086027603899313,2.152432424499011,188,3062,8,0.755517954862597,0.8423755175411437,False,0.2843417825020441,1,CFG,1.553191489361702
114,2025-04-24,Expense,4533,2813,1465,4530,1919,0.5683674285718332,1.7724458589989804,1698,3441,2,1.2483374035398564,0.8354401847946384,False,0.9049468520032706,1,CFG,2.228125
115,2025-04-25,Expense,4398,2938,3773,1878,3229,0.2209539956548952,1.3593487502267587,2119,813,9,1.9505087889667407,0.9243574593843548,False,0.8773507767784138,1,BBT,2.0777089783281735
116,2025-04-26,Expense,1842,837,2242,4510,832,0.4894318157089606,2.2385284671161694,3064,1276,2,0.575904568974487,0.960883682194639,False,0.3548650858544562,1,TFC,3.6962785114045618
117,2025-04-27,Liability,2361,862,3820,4185,3685,0.4793057221908149,2.804091060388612,1692,3570,2,1.0171310591416236,0.831071897225655,False,0.4609566639411284,1,C,1.2702116115029842
118,2025-04-28,Expense,368,3593,1148,3776,1403,0.6484600627092011,1.1158433349320538,4952,1064,5,0.7621940646534915,0.9688833814620758,False,0.053556827473426,1,KEY,3.3767806267806266
119,2025-04-29,Asset,2774,4327,253,3363,3191,0.5652425126916971,0.6988134150716708,2937,3215,9,1.8621465872188545,0.8573963695073792,False,0.5453802125919869,1,BBT,1.4348370927318295
120,2025-04-30,Liability,4017,2945,3000,2436,427,0.6894691242429257,2.676640635848783,2129,1164,7,1.9617085694140413,0.8005729280011891,True,0.7994685200327064,1,HBAN,13.89018691588785
121,2025-05-01,Expense,4537,2375,2908,2608,794,0.3945559732357729,2.8596672396820075,3232,208,4,1.3581199969990545,0.9266789877172956,False,0.9057645134914144,1,C,6.645283018867924
122,2025-05-02,Expense,2909,2841,2897,1338,1176,0.5734995952408861,2.4951942127036264,721,214,8,1.0037880741186191,0.8402027536738232,False,0.5729762878168438,1,CFG,4.875106202209006
123,2025-05-03,Expense,3745,1226,3968,1659,259,0.3985268114858991,1.5980768868900992,3386,2699,9,1.754993454019249,0.9787600819324448,True,0.7438675388389206,1,RF,19.976923076923075
124,2025-05-04,Expense,498,984,1730,4007,2503,0.400973237035929,2.747663858278667,1451,3014,2,1.6847299466200365,0.8304583695457354,False,0.080130825838103,1,PNC,1.0838658146964857
125,2025-05-05,Expense,342,1287,2277,1329,2441,0.5695750375978044,0.921859932464632,1243,234,2,1.1137643418928027,0.9278722597367974,False,0.0482420278004906,1,MTB,1.4594594594594594
126,2025-05-06,Liability,3108,1675,430,4768,903,0.7227314532345919,2.16276576066679,3923,3108,3,0.9156577340414236,0.8794127196004745,False,0.6136549468520033,0,FITB,2.3285398230088497
127,2025-05-07,Asset,3740,584,3353,308,3548,0.7453269717926949,1.5498882010404524,4635,2996,1,1.7359854729221262,0.9054056558301096,False,0.7428454619787408,1,BBT,1.1093265708650324
128,2025-05-08,Revenue,212,3778,1704,1756,380,0.777745794114989,1.8124596445002024,1052,1860,2,1.721977808252663,0.911132017583586,False,0.0216680294358135,0,PNC,14.388451443569554
129,2025-05-09,Expense,2091,4136,2693,1553,104,0.3732040660644761,0.9237494295779292,4022,3784,4,1.2374006797420651,0.8613499954061764,False,0.4057645134914145,1,KEY,65.03809523809524
130,2025-05-10,Asset,1191,1666,551,2634,611,0.437266081559152,2.9714971547055327,2863,3930,4,1.646549300787453,0.9624538616528512,False,0.2217906786590351,1,BAC,3.622549019607843
131,2025-05-11,Expense,2067,768,637,3049,254,0.4276044589979427,2.2597226077715167,4207,631,4,1.917348354599139,0.9681082966592338,False,0.4008585445625511,1,MTB,5.509803921568627
132,2025-05-12,Liability,1658,1690,3798,2019,716,0.7838982784916784,0.7303180071578179,3104,3199,9,1.1046219884245236,0.9273216466499355,False,0.3172526573998365,1,PNC,7.654114365411437
133,2025-05-13,Asset,2959,981,3540,4174,1913,0.2701470441898848,2.234111663178209,3747,1101,1,1.8047898472767332,0.984367154048438,False,0.5831970564186427,1,RF,2.3620689655172415
134,2025-05-14,Revenue,3117,1329,2675,965,104,0.4214403104227531,2.553592655504078,1224,1904,7,1.4758934976238445,0.8683383911309662,False,0.615494685200327,1,PNC,38.13333333333333
135,2025-05-15,Liability,4709,641,1729,4285,1226,0.5609543061209894,1.6071100127813962,442,3839,8,1.0407336461170726,0.89115305248873,False,0.9409239574816026,1,MTB,1.9315403422982884
136,2025-05-16,Revenue,1720,3560,2149,4818,3179,0.3013629638921388,1.0448650084236226,3996,1076,4,0.9203379406124848,0.943143415640862,False,0.329926410466067,1,WFC,1.7952830188679245
137,2025-05-17,Revenue,1147,3032,3219,2222,203,0.5416309188634922,1.0745317186733905,1778,107,2,0.5738165903154516,0.9037789307141376,False,0.2127964022894521,1,PNC,30.642156862745097
138,2025-05-18,Liability,506,2832,1636,347,3371,0.4752224457948875,2.6317870024036365,4351,1695,5,0.9268382238654282,0.8129113334261171,False,0.0817661488143908,1,BAC,1.3250296559905101
139,2025-05-19,Expense,179,3934,2094,2050,2935,0.7955956936006272,1.0197058494838571,2588,1956,8,1.002271419817236,0.8860730657973335,False,0.0149223221586263,1,TFC,2.053133514986376
140,2025-05-20,Liability,4626,2430,803,3365,344,0.2225707398131819,2.2263940178617485,3302,2932,2,0.928269122757816,0.83369385645639,False,0.9239574816026164,1,USB,9.371014492753623
141,2025-05-21,Expense,4369,3924,2050,2556,129,0.5983361023166411,1.065487457972451,4533,3658,2,1.900528018429035,0.959337621332567,False,0.8714227309893704,1,KEY,45.95384615384615
142,2025-05-22,Asset,4067,614,2717,2649,2360,0.2283728257311726,2.697851249201316,4540,2859,9,0.6574648703548085,0.9452581092266478,False,0.8096892886345053,1,RF,1.4108428631935621
143,2025-05-23,Revenue,3756,1405,2780,2201,316,0.696873390584817,2.921015147721556,4698,1220,2,0.9825434142765588,0.894702265067556,False,0.7461161079313164,1,CFG,13.201892744479496
